,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
32660,140,2,Rajasthan Royals,Deccan Chargers,10,1,RA Jadeja,LA Carseldine,Y Venugopal Rao,0,0,0,0,0,0,0,0,0,RA Jadeja,caught,DR Smith
32690,140,2,Rajasthan Royals,Deccan Chargers,15,1,SK Warne,AS Raut,PP Ojha,0,0,0,0,0,0,0,0,0,SK Warne,caught,AC Gilchrist
32713,140,2,Rajasthan Royals,Deccan Chargers,18,6,YK Pathan,AS Raut,RP Singh,0,0,0,0,0,0,0,0,0,YK Pathan,caught,HH Gibbs
32753,141,1,Chennai Super Kings,Delhi Daredevils,5,5,M Vijay,ML Hayden,A Nehra,0,0,0,0,0,0,0,0,0,M Vijay,caught,R Bhatia
32759,141,1,Chennai Super Kings,Delhi Daredevils,6,4,ML Hayden,SK Raina,PJ Sangwan,0,0,0,0,0,0,0,0,0,ML Hayden,caught,AB de Villiers
32801,141,1,Chennai Super Kings,Delhi Daredevils,13,3,SK Raina,S Badrinath,R Bhatia,0,0,0,0,0,0,0,0,0,SK Raina,caught,TM Dilshan
32831,141,1,Chennai Super Kings,Delhi Daredevils,18,2,JDP Oram,MS Dhoni,DP Nannes,0,0,0,0,0,0,0,0,0,JDP Oram,caught,AB de Villiers
32832,141,1,Chennai Super Kings,Delhi Daredevils,18,3,MS Dhoni,SB Jakati,DP Nannes,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,G Gambhir
32840,141,1,Chennai Super Kings,Delhi Daredevils,19,4,L Balaji,SB Jakati,A Nehra,0,0,0,0,0,0,0,0,0,L Balaji,caught,AB de Villiers
32846,141,1,Chennai Super Kings,Delhi Daredevils,20,4,SB Jakati,M Muralitharan,DP Nannes,0,0,0,0,0,0,0,0,0,SB Jakati,caught,G Gambhir
32848,141,1,Chennai Super Kings,Delhi Daredevils,20,6,M Muralitharan,S Tyagi,DP Nannes,0,0,0,0,0,0,1,0,1,M Muralitharan,run out,AB de Villiers
32868,141,2,Delhi Daredevils,Chennai Super Kings,4,1,G Gambhir,DA Warner,S Tyagi,0,0,0,0,0,0,0,0,0,G Gambhir,caught,SK Raina
32944,141,2,Delhi Daredevils,Chennai Super Kings,16,5,DA Warner,KD Karthik,SB Jakati,0,0,0,0,0,0,0,0,0,DA Warner,stumped,MS Dhoni
32953,141,2,Delhi Daredevils,Chennai Super Kings,18,2,KD Karthik,R Bhatia,SB Jakati,0,0,0,0,0,0,0,0,0,KD Karthik,caught,M Muralitharan
32963,141,2,Delhi Daredevils,Chennai Super Kings,19,6,R Bhatia,A Mishra,JA Morkel,0,0,0,0,0,0,0,0,0,R Bhatia,caught,L Balaji
32999,142,1,Kolkata Knight Riders,Kings XI Punjab,5,4,CH Gayle,BB McCullum,YA Abdulla,0,0,0,0,0,0,0,0,0,CH Gayle,caught,Yuvraj Singh
33034,142,1,Kolkata Knight Riders,Kings XI Punjab,11,3,BB McCullum,BJ Hodge,PP Chawla,0,0,0,0,0,0,0,0,0,BB McCullum,caught,VS Malik
33068,142,1,Kolkata Knight Riders,Kings XI Punjab,16,7,SC Ganguly,BJ Hodge,PP Chawla,0,0,0,0,0,0,0,0,0,SC Ganguly,caught,KC Sangakkara
33097,142,2,Kings XI Punjab,Kolkata Knight Riders,1,5,KC Sangakkara,S Sohal,I Sharma,0,0,0,0,0,0,0,0,0,KC Sangakkara,caught,MN van Wyk
33125,142,2,Kings XI Punjab,Kolkata Knight Riders,6,1,S Sohal,SM Katich,AB Agarkar,0,0,0,0,0,0,0,0,0,S Sohal,caught,SC Ganguly
33151,142,2,Kings XI Punjab,Kolkata Knight Riders,10,2,SM Katich,DPMD Jayawardene,BJ Hodge,0,0,0,0,0,0,0,0,0,SM Katich,caught,WP Saha
33183,142,2,Kings XI Punjab,Kolkata Knight Riders,15,1,Yuvraj Singh,DPMD Jayawardene,I Sharma,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,BJ Hodge
33240,143,1,Mumbai Indians,Royal Challengers Bangalore,4,3,SR Tendulkar,ST Jayasuriya,D du Preez,0,0,0,0,0,0,0,0,0,SR Tendulkar,caught,R Dravid
33241,143,1,Mumbai Indians,Royal Challengers Bangalore,4,4,AM Rahane,ST Jayasuriya,D du Preez,0,0,0,0,0,0,0,0,0,AM Rahane,caught,RV Uthappa
33251,143,1,Mumbai Indians,Royal Challengers Bangalore,6,2,JP Duminy,ST Jayasuriya,D du Preez,0,0,0,0,0,0,0,0,0,JP Duminy,caught,MV Boucher
33304,143,1,Mumbai Indians,Royal Challengers Bangalore,15,1,ST Jayasuriya,DJ Bravo,RE van der Merwe,0,0,0,0,0,0,0,0,0,ST Jayasuriya,caught,R Vinay Kumar
33361,143,2,Royal Challengers Bangalore,Mumbai Indians,3,7,W Jaffer,JH Kallis,Z Khan,0,0,0,0,0,0,0,0,0,W Jaffer,caught,AM Nayar
33499,144,1,Chennai Super Kings,Deccan Chargers,7,5,ML Hayden,M Vijay,Shoaib Ahmed,0,0,0,0,0,0,0,0,0,ML Hayden,caught,RP Singh
33532,144,1,Chennai Super Kings,Deccan Chargers,13,1,M Vijay,MS Dhoni,TL Suman,0,0,0,0,0,0,0,0,0,M Vijay,caught,HH Gibbs
33567,144,1,Chennai Super Kings,Deccan Chargers,18,6,SK Raina,MS Dhoni,RP Singh,0,0,0,0,0,0,0,0,0,SK Raina,caught,DR Smith
33595,144,2,Deccan Chargers,Chennai Super Kings,3,2,VVS Laxman,RG Sharma,JA Morkel,0,0,0,0,0,0,0,0,0,VVS Laxman,caught,SB Jakati
33632,144,2,Deccan Chargers,Chennai Super Kings,9,2,RG Sharma,DR Smith,SB Jakati,0,0,0,0,0,0,0,0,0,RG Sharma,caught,S Badrinath
33647,144,2,Deccan Chargers,Chennai Super Kings,11,4,Y Venugopal Rao,TL Suman,SB Jakati,0,0,0,0,0,0,0,0,0,Y Venugopal Rao,caught,M Muralitharan
33666,144,2,Deccan Chargers,Chennai Super Kings,14,5,RP Singh,TL Suman,M Muralitharan,0,0,0,0,0,0,0,0,0,RP Singh,caught,M Vijay
33667,144,2,Deccan Chargers,Chennai Super Kings,14,6,TL Suman,Shoaib Ahmed,M Muralitharan,0,0,0,0,0,0,0,0,0,TL Suman,caught,M Vijay
33671,144,2,Deccan Chargers,Chennai Super Kings,15,4,PP Ojha,Shoaib Ahmed,SK Raina,0,0,0,0,0,0,0,0,0,PP Ojha,caught,SB Jakati
33762,145,1,Rajasthan Royals,Kings XI Punjab,15,5,GC Smith,NV Ojha,RR Powar,0,0,0,0,0,0,0,0,0,GC Smith,caught,PP Chawla
33771,145,1,Rajasthan Royals,Kings XI Punjab,17,2,YK Pathan,NV Ojha,PP Chawla,0,0,0,0,0,0,0,0,0,YK Pathan,caught,K Goel
33775,145,1,Rajasthan Royals,Kings XI Punjab,17,6,NV Ojha,RA Jadeja,PP Chawla,0,0,0,0,0,0,0,0,0,NV Ojha,caught,SM Katich
33791,145,1,Rajasthan Royals,Kings XI Punjab,20,2,RA Jadeja,LA Carseldine,IK Pathan,0,0,0,0,0,0,0,0,0,RA Jadeja,caught,DPMD Jayawardene
33796,145,2,Kings XI Punjab,Rajasthan Royals,1,1,S Sohal,KC Sangakkara,A Singh,0,0,0,0,0,0,0,0,0,S Sohal,caught,SK Warne
33801,145,2,Kings XI Punjab,Rajasthan Royals,1,6,K Goel,KC Sangakkara,A Singh,0,0,0,0,0,0,0,0,0,K Goel,caught,SM Harwood
33831,145,2,Kings XI Punjab,Rajasthan Royals,6,6,KC Sangakkara,DPMD Jayawardene,YK Pathan,0,0,0,0,0,0,0,0,0,KC Sangakkara,stumped,NV Ojha
33842,145,2,Kings XI Punjab,Rajasthan Royals,8,5,DPMD Jayawardene,Yuvraj Singh,SM Harwood,0,0,0,0,0,0,0,0,0,DPMD Jayawardene,caught,SK Trivedi
33895,145,2,Kings XI Punjab,Rajasthan Royals,16,5,PP Chawla,Yuvraj Singh,SK Warne,0,0,0,0,0,0,0,0,0,PP Chawla,caught,RA Jadeja
33912,145,2,Kings XI Punjab,Rajasthan Royals,19,1,Yuvraj Singh,RR Powar,A Singh,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,SM Harwood
33968,146,1,Kolkata Knight Riders,Delhi Daredevils,7,6,BB McCullum,MN van Wyk,PJ Sangwan,0,0,0,0,0,0,0,0,0,BB McCullum,caught,A Nehra
34005,146,1,Kolkata Knight Riders,Delhi Daredevils,13,7,BJ Hodge,MN van Wyk,PJ Sangwan,0,0,0,0,0,0,0,0,0,BJ Hodge,caught,AB de Villiers
34090,146,2,Delhi Daredevils,Kolkata Knight Riders,7,6,DA Warner,G Gambhir,AB Agarkar,0,0,0,0,0,0,0,0,0,DA Warner,caught,MC Henriques
34175,147,1,Deccan Chargers,Mumbai Indians,2,5,HH Gibbs,AC Gilchrist,DS Kulkarni,0,0,0,0,0,0,0,0,0,HH Gibbs,caught,SR Tendulkar
34199,147,1,Deccan Chargers,Mumbai Indians,6,3,TL Suman,AC Gilchrist,DJ Bravo,0,0,0,0,0,0,0,0,0,TL Suman,caught,PR Shah
34270,147,1,Deccan Chargers,Mumbai Indians,18,1,RG Sharma,Y Venugopal Rao,SL Malinga,0,0,0,0,0,0,0,0,0,RG Sharma,caught,DJ Bravo
34282,147,1,Deccan Chargers,Mumbai Indians,20,1,Y Venugopal Rao,DB Ravi Teja,SL Malinga,0,0,0,0,0,0,1,0,1,Y Venugopal Rao,run out,DJ Bravo
34297,147,2,Mumbai Indians,Deccan Chargers,2,4,ST Jayasuriya,SR Tendulkar,RP Singh,0,0,0,0,0,0,0,0,0,ST Jayasuriya,caught,RJ Harris
34341,147,2,Mumbai Indians,Deccan Chargers,9,5,PR Shah,JP Duminy,TL Suman,0,0,0,0,0,0,0,0,0,PR Shah,caught,DR Smith
34373,147,2,Mumbai Indians,Deccan Chargers,15,1,DJ Bravo,JP Duminy,TL Suman,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,RJ Harris
34391,147,2,Mumbai Indians,Deccan Chargers,18,1,JP Duminy,SS Tiwary,RG Sharma,0,0,0,0,0,0,0,0,0,JP Duminy,caught,AC Gilchrist
34393,147,2,Mumbai Indians,Deccan Chargers,18,3,SS Tiwary,RR Raje,RG Sharma,0,0,0,0,0,0,0,0,0,SS Tiwary,stumped,AC Gilchrist
34423,148,1,Royal Challengers Bangalore,Rajasthan Royals,3,2,W Jaffer,JH Kallis,A Singh,0,0,0,0,0,0,0,0,0,W Jaffer,caught,LA Carseldine
34438,148,1,Royal Challengers Bangalore,Rajasthan Royals,5,4,JH Kallis,RV Uthappa,MM Patel,0,0,0,0,0,0,0,0,0,JH Kallis,caught,Niraj Patel
34446,148,1,Royal Challengers Bangalore,Rajasthan Royals,6,6,R Dravid,RV Uthappa,LA Carseldine,0,0,0,0,0,0,0,0,0,R Dravid,caught,NV Ojha
34498,148,1,Royal Challengers Bangalore,Rajasthan Royals,15,1,V Kohli,RE van der Merwe,RA Jadeja,0,0,0,0,0,0,0,0,0,V Kohli,caught,M Morkel
34517,148,1,Royal Challengers Bangalore,Rajasthan Royals,18,2,P Kumar,D du Preez,M Morkel,0,0,0,0,0,0,0,0,0,P Kumar,run out,M Morkel
34529,148,1,Royal Challengers Bangalore,Rajasthan Royals,20,2,D du Preez,R Vinay Kumar,A Singh,0,0,0,0,0,0,0,0,0,D du Preez,caught,Niraj Patel
34585,148,2,Rajasthan Royals,Royal Challengers Bangalore,9,4,LA Carseldine,NV Ojha,A Kumble,0,0,0,0,0,0,0,0,0,LA Carseldine,run out,V Kohli
34618,148,2,Rajasthan Royals,Royal Challengers Bangalore,14,5,YK Pathan,NV Ojha,D du Preez,0,0,0,0,0,0,0,0,0,YK Pathan,caught,W Jaffer
34627,149,1,Chennai Super Kings,Kings XI Punjab,1,1,S Badrinath,ML Hayden,IK Pathan,0,0,0,0,0,0,0,0,0,S Badrinath,caught,VRV Singh
34682,149,1,Chennai Super Kings,Kings XI Punjab,10,1,SK Raina,ML Hayden,PP Chawla,0,0,0,0,0,0,0,0,0,SK Raina,caught,K Goel
34729,149,1,Chennai Super Kings,Kings XI Punjab,17,6,ML Hayden,MS Dhoni,S Sreesanth,0,0,0,0,0,0,0,0,0,ML Hayden,caught,DPMD Jayawardene
34774,149,2,Kings XI Punjab,Chennai Super Kings,7,2,K Goel,SM Katich,SB Jakati,0,0,0,0,0,0,0,0,0,K Goel,caught,MS Gony
34791,149,2,Kings XI Punjab,Chennai Super Kings,10,1,SM Katich,Yuvraj Singh,L Balaji,0,0,0,0,0,0,0,0,0,SM Katich,caught,SB Jakati
34849,150,1,Mumbai Indians,Delhi Daredevils,1,3,L Ronchi,JP Duminy,DP Nannes,0,0,0,0,0,0,0,0,0,L Ronchi,run out,DA Warner
34853,150,1,Mumbai Indians,Delhi Daredevils,1,7,JP Duminy,PR Shah,DP Nannes,0,0,0,0,0,0,0,0,0,JP Duminy,caught,KD Karthik
34887,150,1,Mumbai Indians,Delhi Daredevils,6,6,SR Tendulkar,PR Shah,PJ Sangwan,0,0,0,0,0,0,0,0,0,SR Tendulkar,run out,KD Karthik
34897,150,1,Mumbai Indians,Delhi Daredevils,8,4,PR Shah,AM Nayar,R Bhatia,0,0,0,0,0,0,0,0,0,PR Shah,caught,A Mishra
34951,150,1,Mumbai Indians,Delhi Daredevils,16,7,DJ Bravo,AM Nayar,DP Nannes,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,KD Karthik
34952,150,1,Mumbai Indians,Delhi Daredevils,17,1,AM Nayar,Harbhajan Singh,A Nehra,0,0,0,0,0,0,0,0,0,AM Nayar,caught,AB de Villiers
34974,150,1,Mumbai Indians,Delhi Daredevils,20,4,AM Rahane,DS Kulkarni,R Bhatia,0,0,0,0,0,0,0,0,0,AM Rahane,caught,PJ Sangwan
34976,150,1,Mumbai Indians,Delhi Daredevils,20,6,DS Kulkarni,SL Malinga,R Bhatia,0,0,0,0,0,0,1,0,1,DS Kulkarni,run out,DA Warner
35029,150,2,Delhi Daredevils,Mumbai Indians,9,2,DA Warner,G Gambhir,JP Duminy,0,0,0,0,0,0,0,0,0,DA Warner,stumped,PR Shah
35034,150,2,Delhi Daredevils,Mumbai Indians,10,1,G Gambhir,TM Dilshan,Harbhajan Singh,0,0,0,0,0,0,0,0,0,G Gambhir,caught,L Ronchi
35087,150,2,Delhi Daredevils,Mumbai Indians,18,5,TM Dilshan,AB de Villiers,SL Malinga,0,0,0,0,0,0,0,0,0,TM Dilshan,caught,PR Shah
35117,151,1,Deccan Chargers,Kings XI Punjab,4,4,AC Gilchrist,HH Gibbs,S Sreesanth,0,0,0,0,0,0,0,0,0,AC Gilchrist,caught,RR Powar
35134,151,1,Deccan Chargers,Kings XI Punjab,7,3,HH Gibbs,TL Suman,PP Chawla,0,0,0,0,0,0,0,0,0,HH Gibbs,caught,DPMD Jayawardene
35151,151,1,Deccan Chargers,Kings XI Punjab,10,2,TL Suman,RG Sharma,WA Mota,0,0,0,0,0,0,0,0,0,TL Suman,caught,DPMD Jayawardene
35159,151,1,Deccan Chargers,Kings XI Punjab,11,4,RG Sharma,A Symonds,B Lee,0,0,0,0,0,0,0,0,0,RG Sharma,caught,KC Sangakkara
35218,151,1,Deccan Chargers,Kings XI Punjab,20,7,Y Venugopal Rao,A Symonds,IK Pathan,0,0,0,0,0,0,1,0,1,Y Venugopal Rao,run out,SM Katich
35246,151,2,Kings XI Punjab,Deccan Chargers,5,3,S Sohal,SM Katich,RG Sharma,0,0,0,0,0,0,0,0,0,S Sohal,caught,Y Venugopal Rao
35248,151,2,Kings XI Punjab,Deccan Chargers,5,5,SM Katich,KC Sangakkara,RG Sharma,0,0,0,0,0,0,0,0,0,SM Katich,caught,Y Venugopal Rao
35280,151,2,Kings XI Punjab,Deccan Chargers,10,6,Yuvraj Singh,DPMD Jayawardene,Shoaib Ahmed,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,AC Gilchrist
35306,151,2,Kings XI Punjab,Deccan Chargers,15,2,IK Pathan,DPMD Jayawardene,TL Suman,0,0,0,0,0,0,0,0,0,IK Pathan,caught,Shoaib Ahmed
35318,151,2,Kings XI Punjab,Deccan Chargers,17,2,DPMD Jayawardene,WA Mota,TL Suman,0,0,0,0,0,0,1,0,1,WA Mota,run out,HH Gibbs
35328,151,2,Kings XI Punjab,Deccan Chargers,18,6,DPMD Jayawardene,B Lee,PP Ojha,0,0,0,0,0,0,1,0,1,DPMD Jayawardene,run out,DB Ravi Teja
35415,152,1,Rajasthan Royals,Chennai Super Kings,13,2,GC Smith,RA Jadeja,M Muralitharan,0,0,0,0,0,0,0,0,0,GC Smith,stumped,MS Dhoni
35426,152,1,Rajasthan Royals,Chennai Super Kings,15,1,RA Jadeja,YK Pathan,L Balaji,0,0,0,0,0,0,0,0,0,RA Jadeja,caught,SK Raina
35436,152,1,Rajasthan Royals,Chennai Super Kings,16,5,YK Pathan,LA Carseldine,SB Jakati,0,0,0,0,0,0,0,0,0,YK Pathan,caught,JDP Oram
35441,152,1,Rajasthan Royals,Chennai Super Kings,17,4,AS Raut,LA Carseldine,SK Raina,0,0,0,0,0,0,0,0,0,LA Carseldine,run out,L Balaji
35445,152,1,Rajasthan Royals,Chennai Super Kings,18,2,AS Raut,SK Warne,SB Jakati,0,0,0,0,0,0,0,0,0,AS Raut,stumped,MS Dhoni
35500,152,2,Chennai Super Kings,Rajasthan Royals,6,6,SK Raina,ML Hayden,A Singh,0,0,0,0,0,0,0,0,0,SK Raina,caught,LA Carseldine
35569,152,2,Chennai Super Kings,Rajasthan Royals,17,6,ML Hayden,S Badrinath,SK Warne,0,1,0,0,0,0,0,1,1,ML Hayden,stumped,NV Ojha
35588,153,1,Mumbai Indians,Royal Challengers Bangalore,2,3,SR Tendulkar,ST Jayasuriya,R Vinay Kumar,0,0,0,0,0,0,0,0,0,SR Tendulkar,caught,MV Boucher
35730,153,2,Royal Challengers Bangalore,Mumbai Indians,4,5,JH Kallis,V Kohli,DJ Bravo,0,0,0,0,0,0,0,0,0,JH Kallis,caught,DS Kulkarni
35736,153,2,Royal Challengers Bangalore,Mumbai Indians,5,5,RV Uthappa,V Kohli,DS Kulkarni,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,SR Tendulkar
35746,153,2,Royal Challengers Bangalore,Mumbai Indians,7,3,V Kohli,LRPL Taylor,C Nanda,0,0,0,0,0,0,0,0,0,V Kohli,caught,JP Duminy
35767,153,2,Royal Challengers Bangalore,Mumbai Indians,10,5,LRPL Taylor,R Dravid,Harbhajan Singh,0,0,0,0,0,0,1,0,1,R Dravid,run out,SL Malinga
35789,153,2,Royal Challengers Bangalore,Mumbai Indians,14,2,RE van der Merwe,MV Boucher,Harbhajan Singh,0,1,0,0,0,0,0,1,1,RE van der Merwe,stumped,YV Takawale
35816,153,2,Royal Challengers Bangalore,Mumbai Indians,18,2,R Vinay Kumar,MV Boucher,Harbhajan Singh,0,0,0,0,0,0,0,0,0,R Vinay Kumar,stumped,YV Takawale
35840,154,1,Kolkata Knight Riders,Delhi Daredevils,1,7,BJ Hodge,SC Ganguly,A Nehra,0,0,0,0,0,0,0,0,0,BJ Hodge,caught,AB de Villiers
35846,154,1,Kolkata Knight Riders,Delhi Daredevils,2,6,MN van Wyk,SC Ganguly,DP Nannes,0,0,0,0,0,0,0,0,0,MN van Wyk,caught,R Bhatia
35882,154,1,Kolkata Knight Riders,Delhi Daredevils,8,3,Yashpal Singh,SC Ganguly,A Mishra,0,0,0,0,0,0,0,0,0,Yashpal Singh,caught,R Bhatia
35885,154,1,Kolkata Knight Riders,Delhi Daredevils,8,6,WP Saha,SC Ganguly,A Mishra,0,0,0,0,0,0,0,0,0,WP Saha,caught,KD Karthik
35905,154,1,Kolkata Knight Riders,Delhi Daredevils,12,2,MC Henriques,SC Ganguly,A Mishra,0,0,0,0,0,0,0,0,0,MC Henriques,stumped,KD Karthik
35936,154,1,Kolkata Knight Riders,Delhi Daredevils,17,1,SC Ganguly,AB Agarkar,DP Nannes,0,0,0,0,0,0,0,0,0,SC Ganguly,caught,DA Warner
35959,154,1,Kolkata Knight Riders,Delhi Daredevils,20,6,AB Agarkar,M Kartik,PJ Sangwan,0,0,0,0,0,0,0,0,0,AB Agarkar,caught,M Manhas
36002,154,2,Delhi Daredevils,Kolkata Knight Riders,7,5,G Gambhir,DA Warner,MC Henriques,0,0,0,0,0,0,0,0,0,G Gambhir,caught,BJ Hodge
36013,154,2,Delhi Daredevils,Kolkata Knight Riders,9,3,DA Warner,AB de Villiers,I Sharma,0,0,0,0,0,0,0,0,0,DA Warner,caught,MN van Wyk
36017,154,2,Delhi Daredevils,Kolkata Knight Riders,9,7,TM Dilshan,AB de Villiers,I Sharma,0,0,0,0,0,0,0,0,0,TM Dilshan,caught,MC Henriques
36103,155,1,Deccan Chargers,Rajasthan Royals,6,5,TL Suman,RG Sharma,SK Trivedi,0,0,0,0,0,0,0,0,0,TL Suman,caught,LA Carseldine
36125,155,1,Deccan Chargers,Rajasthan Royals,10,3,RG Sharma,A Symonds,RA Jadeja,0,0,0,0,0,0,0,0,0,RG Sharma,stumped,NV Ojha
36166,155,1,Deccan Chargers,Rajasthan Royals,17,2,WPUJC Vaas,DR Smith,YK Pathan,0,0,0,0,0,0,0,0,0,WPUJC Vaas,caught,LA Carseldine
36180,155,1,Deccan Chargers,Rajasthan Royals,19,4,Y Venugopal Rao,DR Smith,SK Warne,0,0,0,0,0,0,0,0,0,Y Venugopal Rao,caught,RA Jadeja
36187,155,1,Deccan Chargers,Rajasthan Royals,20,5,DR Smith,DB Ravi Teja,YK Pathan,0,0,0,0,0,0,0,0,0,DR Smith,caught,AS Raut
36213,155,2,Rajasthan Royals,Deccan Chargers,4,6,LA Carseldine,SA Asnodkar,WPUJC Vaas,0,0,0,0,0,0,0,0,0,LA Carseldine,stumped,AC Gilchrist
36237,155,2,Rajasthan Royals,Deccan Chargers,8,5,NV Ojha,SA Asnodkar,PP Ojha,0,0,0,0,0,0,0,0,0,NV Ojha,run out,DB Ravi Teja
36258,155,2,Rajasthan Royals,Deccan Chargers,12,2,YK Pathan,SA Asnodkar,PP Ojha,0,0,0,0,0,0,0,0,0,YK Pathan,caught,DR Smith
36269,155,2,Rajasthan Royals,Deccan Chargers,14,1,SA Asnodkar,RA Jadeja,RG Sharma,0,0,0,0,0,0,1,0,1,SA Asnodkar,run out,AC Gilchrist
36283,155,2,Rajasthan Royals,Deccan Chargers,16,2,M Morkel,RA Jadeja,RG Sharma,0,0,0,0,0,0,0,0,0,M Morkel,caught,DB Ravi Teja
36308,155,2,Rajasthan Royals,Deccan Chargers,20,3,MM Patel,RA Jadeja,PP Ojha,0,0,0,0,0,0,0,0,0,MM Patel,run out,TL Suman
36323,156,1,Kolkata Knight Riders,Royal Challengers Bangalore,3,3,SC Ganguly,BB McCullum,R Vinay Kumar,0,0,0,0,0,0,0,0,0,SC Ganguly,caught,MV Boucher
36334,156,1,Kolkata Knight Riders,Royal Challengers Bangalore,5,2,AN Ghosh,BB McCullum,R Vinay Kumar,0,0,0,0,0,0,0,0,0,AN Ghosh,caught,MV Boucher
36415,156,1,Kolkata Knight Riders,Royal Challengers Bangalore,18,3,AD Mathews,BB McCullum,A Kumble,0,0,0,0,0,0,0,0,0,AD Mathews,caught,V Kohli
36487,156,2,Royal Challengers Bangalore,Kolkata Knight Riders,9,2,JH Kallis,JD Ryder,M Kartik,0,0,0,0,0,0,0,0,0,JH Kallis,caught,BB McCullum
36494,156,2,Royal Challengers Bangalore,Kolkata Knight Riders,10,2,JD Ryder,RV Uthappa,AB Agarkar,0,0,0,0,0,0,0,0,0,JD Ryder,caught,SC Ganguly
36504,156,2,Royal Challengers Bangalore,Kolkata Knight Riders,11,6,RV Uthappa,LRPL Taylor,M Kartik,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,AD Mathews
36565,157,1,Kings XI Punjab,Mumbai Indians,2,2,SM Katich,S Sohal,DS Kulkarni,0,0,0,0,0,0,0,0,0,SM Katich,caught,Harbhajan Singh
36579,157,1,Kings XI Punjab,Mumbai Indians,4,2,IK Pathan,S Sohal,DJ Bravo,0,0,0,0,0,0,0,0,0,IK Pathan,run out,DJ Bravo
36594,157,1,Kings XI Punjab,Mumbai Indians,6,3,KC Sangakkara,S Sohal,DJ Bravo,0,0,0,0,0,0,0,0,0,S Sohal,run out,SR Tendulkar
36629,157,1,Kings XI Punjab,Mumbai Indians,12,1,WA Mota,Yuvraj Singh,JP Duminy,0,0,0,0,0,0,0,0,0,WA Mota,caught,Harbhajan Singh
36632,157,1,Kings XI Punjab,Mumbai Indians,12,4,Yuvraj Singh,LA Pomersbach,JP Duminy,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,DJ Bravo
36667,157,1,Kings XI Punjab,Mumbai Indians,18,3,B Lee,K Goel,SL Malinga,0,0,0,0,0,0,0,0,0,B Lee,caught,RR Raje
36670,157,1,Kings XI Punjab,Mumbai Indians,18,6,K Goel,PP Chawla,SL Malinga,0,1,0,0,0,0,0,1,1,PP Chawla,run out,YV Takawale
36700,157,2,Mumbai Indians,Kings XI Punjab,3,1,ST Jayasuriya,DJ Bravo,B Lee,0,0,0,0,0,0,0,0,0,ST Jayasuriya,caught,WA Mota
36800,158,1,Delhi Daredevils,Deccan Chargers,2,3,DA Warner,G Gambhir,WPUJC Vaas,0,0,0,0,0,0,0,0,0,DA Warner,caught,Y Venugopal Rao
36831,158,1,Delhi Daredevils,Deccan Chargers,7,2,TM Dilshan,G Gambhir,A Symonds,0,0,0,0,0,0,0,0,0,TM Dilshan,caught,DB Ravi Teja
36853,158,1,Delhi Daredevils,Deccan Chargers,10,6,G Gambhir,AB de Villiers,PP Ojha,0,0,0,0,0,0,0,0,0,G Gambhir,caught,Y Venugopal Rao
36878,158,1,Delhi Daredevils,Deccan Chargers,14,6,V Sehwag,AB de Villiers,WPUJC Vaas,0,0,0,0,0,0,0,0,0,V Sehwag,caught,A Symonds
36897,158,1,Delhi Daredevils,Deccan Chargers,17,6,AB de Villiers,KD Karthik,DR Smith,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,DB Ravi Teja
36899,158,1,Delhi Daredevils,Deccan Chargers,18,2,R Bhatia,KD Karthik,PP Ojha,0,0,0,0,0,0,0,0,0,R Bhatia,caught,Shoaib Ahmed
36910,158,1,Delhi Daredevils,Deccan Chargers,20,1,A Mishra,KD Karthik,WPUJC Vaas,0,0,0,0,0,0,0,0,0,A Mishra,run out,AC Gilchrist
36935,158,2,Deccan Chargers,Delhi Daredevils,3,6,TL Suman,AC Gilchrist,PJ Sangwan,0,0,0,0,0,0,0,0,0,TL Suman,caught,A Nehra
36944,158,2,Deccan Chargers,Delhi Daredevils,5,2,RG Sharma,AC Gilchrist,PJ Sangwan,0,0,0,0,0,0,0,0,0,RG Sharma,caught,DA Warner
37023,158,2,Deccan Chargers,Delhi Daredevils,17,6,DB Ravi Teja,A Symonds,DP Nannes,0,0,0,0,0,0,0,0,0,DB Ravi Teja,caught,R Bhatia
37032,158,2,Deccan Chargers,Delhi Daredevils,19,3,Y Venugopal Rao,WPUJC Vaas,A Nehra,0,0,0,0,0,0,0,0,0,Y Venugopal Rao,caught,KD Karthik
37033,158,2,Deccan Chargers,Delhi Daredevils,19,4,RP Singh,WPUJC Vaas,A Nehra,0,0,0,0,0,0,0,0,0,RP Singh,run out,A Nehra
37039,158,2,Deccan Chargers,Delhi Daredevils,20,4,Shoaib Ahmed,WPUJC Vaas,R Bhatia,0,0,0,0,0,0,0,0,0,Shoaib Ahmed,caught,AB de Villiers
